,Data,transitivity,grauMedio,average_path_length,modularity,global_average_link_distance,eccentricity,eigenvector,coreness,links,oni,flag
19,1951-08-01,0.5581528627844401,25.847222222222218,24.827343545457722,0.8342976978152041,0.00013613375201767457,26.419025157232703,0.018477383968987147,15.520440251572325,98633,0.89,1
20,1951-09-01,0.6062713555826648,28.89255765199161,15.689272516632615,0.8088147611285131,0.00022025825259116647,24.02424004192872,0.025370503869135683,17.586346960167713,110254,0.99,1
21,1951-10-01,0.6434345435422879,31.299528301886788,12.339517970805941,0.7847486214949424,0.00030481855926861335,21.520178197064986,0.029587811012549637,19.268212788259962,119439,1.15,1
22,1951-11-01,0.6338991639219661,31.32730607966457,11.448406374802987,0.7858866180215883,0.00031334341592264387,20.057389937106922,0.029008279238459517,19.164963312368968,119545,1.04,1
23,1951-12-01,0.5933342339598338,28.94575471698113,11.396620784634669,0.8128001195855123,0.000252206218949543,19.898846960167717,0.024356688566827333,17.52345387840671,110457,0.81,1
24,1952-01-01,0.5655104540633804,26.64910901467505,12.483117281737545,0.8370869517015614,0.00016728987172258086,21.20531970649895,0.01784559155809239,15.905136268343814,101693,0.53,1
25,1952-02-01,0.5659488666877347,25.038784067085953,13.692829706534667,0.8506878871703661,0.00011265323920041752,22.90487421383648,0.014244148095781046,15.012709643605868,95548,0.37,0
26,1952-03-01,0.56754202186014,23.701257861635217,16.09166615842309,0.8573655568616303,8.563170582823903e-05,28.21907756813417,0.008079849401797352,14.413784067085954,90444,0.34,0
27,1952-04-01,0.565734741774747,23.173742138364783,22.004415503407017,0.8549992166084034,7.956605438926157e-05,32.23480083857442,0.0068377273273365,14.078747379454924,88431,0.29,0
28,1952-05-01,0.5654520428681409,22.99449685534591,22.849791805575126,0.8516292769246526,7.728042870901682e-05,29.386268343815512,0.01126217616357942,13.901860587002096,87747,0.2,0
29,1952-06-01,0.5646173560940985,22.92059748427673,18.76277930388213,0.8448396319107794,7.724592389300482e-05,30.019523060796647,0.011043176622491708,13.898846960167715,87465,0.0,0
30,1952-07-01,0.5661627380426341,22.87002096436059,22.71143877024836,0.8500969281954317,7.760492596089197e-05,33.5981394129979,0.006761352684798275,13.920204402515724,87272,-0.08,0
31,1952-08-01,0.5713583415518245,22.806865828092235,23.45275110185833,0.8468757190545452,7.604431695503194e-05,36.09958071278826,0.0072197666816773715,13.952044025157235,87031,0.0,0
32,1952-09-01,0.5749519724845665,23.011268343815512,27.20438077800827,0.8512119947896459,7.759064343251187e-05,35.59001572327043,0.007895210226131136,14.074816561844866,87811,0.15,0
33,1952-10-01,0.5766663055580346,23.215408805031448,22.81285939345388,0.8496929561996616,7.946795671870193e-05,29.86844863731656,0.0084917570809485,14.219077568134171,88590,0.1,0
34,1952-11-01,0.5749871226257266,23.101153039832287,23.823276154557696,0.8473360938262051,7.847149641196297e-05,32.32232704402516,0.008369481731913967,14.15998427672956,88154,0.04,0
35,1952-12-01,0.5700360920779711,23.203878406708604,34.618290910104896,0.8486302302612456,7.873155866632028e-05,34.27830188679245,0.007082724041247774,14.097746331236895,88546,0.15,0
36,1953-01-01,0.5626206272855178,22.47824947589099,32.34255843496145,0.8473649812884192,7.426463083531059e-05,28.914570230607968,0.017134936404587568,13.627620545073375,85777,0.4,0
37,1953-02-01,0.5621738541312086,21.966194968553463,35.02976693323355,0.8442651369942148,7.079703261778893e-05,34.68055555555556,0.01824048633908228,13.451781970649895,83823,0.6,1
38,1953-03-01,0.5619455573239669,21.96750524109015,34.14062818081493,0.8478253194254354,7.090140598758615e-05,37.987945492662476,0.01920449805612097,13.372772536687632,83828,0.63,1
39,1953-04-01,0.5617215589962162,22.058700209643607,45.87278577505909,0.8477561642771702,7.123074037294169e-05,37.90801886792453,0.019265104417240424,13.387316561844866,84176,0.66,1
40,1953-05-01,0.5621313215516892,22.001310272536692,45.25255292807365,0.8443242906774721,7.109308183701365e-05,36.482442348008384,0.019942617751428717,13.416666666666664,83957,0.75,1
41,1953-06-01,0.5630064008684811,22.00314465408805,55.095359921615106,0.8483847349589592,7.114744655985794e-05,35.7042714884696,0.020647509230760017,13.477201257861635,83964,0.77,1
42,1953-07-01,0.5662750456453821,22.21147798742139,49.315977364754325,0.8480718072086785,7.254728078523711e-05,36.96082285115304,0.006692018460145772,13.593684486373165,84759,0.75,1
43,1953-08-01,0.5655728664662245,22.345649895178198,51.56436437822442,0.8529843629583257,7.303932401671823e-05,36.97431865828092,0.006440875287346335,13.768998951781972,85271,0.73,1
44,1953-09-01,0.5651517251597548,22.43736897274633,50.82529635408039,0.8498805020937361,7.337179101211079e-05,34.40146750524109,0.00623367821404226,13.790749475890985,85621,0.78,1
45,1953-10-01,0.5641583781800064,22.367138364779873,45.10092151428013,0.8506331706409797,7.29296335621632e-05,35.097877358490564,0.016513839383477242,13.703878406708595,85353,0.84,1
46,1953-11-01,0.5631568178959477,22.26179245283019,45.2140410803665,0.8525076071968426,7.212220190678912e-05,35.32167190775681,0.016168987083493822,13.619234800838575,84951,0.84,1
47,1953-12-01,0.5608387286492521,22.055555555555557,48.12504927902215,0.8475175052246643,7.055519718939306e-05,40.06158280922432,0.01619869338785948,13.516771488469601,84164,0.81,1
48,1954-01-01,0.5598910071848554,21.869234800838576,38.11836330047333,0.8516392324665001,6.951764063901889e-05,37.93487945492662,0.014282948399716791,13.354428721174006,83453,0.76,1
49,1954-02-01,0.5600668122831813,22.2541928721174,36.661861395384115,0.8471315021828207,7.207786890163571e-05,34.437106918239,0.01369196889721249,13.534067085953883,84922,0.47,0
50,1954-03-01,0.5618461138154971,22.749213836477992,25.161971320227238,0.8511214110604047,7.733933572584257e-05,30.27397798742139,0.015604623636679528,13.762447589098532,86811,-0.05,0
51,1954-04-01,0.5632159693968458,23.165356394129983,30.551110519076033,0.8526807227916994,8.40598531789092e-05,30.587133123689732,0.012429884038863815,14.102463312368975,88399,-0.41,0
52,1954-05-01,0.5685894656679342,23.845649895178198,25.23354173380289,0.8515275854141459,9.553142524242033e-05,28.43343815513627,0.00907072723139038,14.49462788259958,90995,-0.54,0
53,1954-06-01,0.5814845040403875,24.47143605870021,17.947323026153665,0.8511009908040068,0.00011272707796131074,28.557389937106922,0.011819026065184271,14.91325995807128,93383,-0.5,0
54,1954-07-01,0.6001507763679407,24.905136268343817,19.72587738637528,0.8469985499062339,0.0001271745287413202,27.80398322851153,0.013891271341947524,15.27332285115304,95038,-0.64,0
55,1954-08-01,0.6106273065635561,25.525419287211736,17.21922341343527,0.8511448135794465,0.00013934227218588303,26.46658805031447,0.015647613284962232,15.7604821802935,97405,-0.84,0
56,1954-09-01,0.5944822026029367,25.0041928721174,26.252975216669732,0.8508438131722923,0.00012376164092591893,29.02175052410901,0.014114857202091128,15.286687631027256,95416,-0.9,0
57,1954-10-01,0.5798918591136489,24.56079664570231,25.472096157211553,0.8503193788479685,0.00010042897246109499,27.0272536687631,0.011970673605587021,15.037211740041931,93724,-0.77,0
58,1954-11-01,0.5886949204820108,25.01362683438155,22.121914171671484,0.8430675492298679,9.24863558305869e-05,29.268605870020966,0.01166052158430057,15.277253668763105,95452,-0.73,0
59,1954-12-01,0.5793823904541882,24.813941299790358,20.994952935271467,0.8535298182916171,9.107033845706632e-05,26.616876310272538,0.010936053819649945,15.148846960167715,94690,-0.66,0
60,1955-01-01,0.575271331272312,24.88076519916143,25.179935738781484,0.8487902274000984,9.21720249944223e-05,30.458071278825997,0.011517373499899477,15.204795597484276,94945,-0.68,0
61,1955-02-01,0.5726098502615287,24.343029350104818,38.83668949229764,0.840858578673013,8.556654623823023e-05,31.833202306079663,0.009066225435075686,14.846436058700212,92893,-0.62,0
62,1955-03-01,0.5685294288568559,23.892295597484285,39.1016854593162,0.8538799391935574,8.247728843617135e-05,31.68435534591195,0.008259347986190598,14.443920335429768,91173,-0.69,0
63,1955-04-01,0.5684819072774828,23.52201257861635,51.02995450258477,0.8487593265270087,8.029366900892225e-05,31.49423480083857,0.009287286807137932,14.358621593291405,89760,-0.8,0
